ID_Cliente,Motivo,Education,Cidade,Renda_anual,Aulas,NPS,Num_Aulas,Ano_de_nascimento,Banheiros_na_casa,Quartos_na_casa,motivo_na,renda_na,Quartos_Banheiros,faixa_idade,Renda_anual_imputada
1125,Trabalho,Graduação,São Paulo,35931.419117647056,Espanhol e Ingles,3,23,1988,2,2,False,True,2Q_2B,1980s,35931.419117647056
1126,Trabalho,Graduação,São Paulo,86358.0,Espanhol,2,16,1992,4,6,False,False,6Q_4B,1990s,86358.0
1127,Estudos,Graduação,São Paulo,46931.0,Espanhol,3,8,2003,3,3,False,False,3Q_3B,2000s,46931.0
1128,Viagem,Ensino Fundamental,São Paulo,16581.0,Espanhol,2,1,2011,1,1,False,False,1Q_1B,2010s,16581.0
1129,Viagem,Ensino Médio,São Paulo,67466.225,Ingles,3,17,1978,4,5,False,True,5Q_4B,<1980,67466.225
1130,Estudos,Mestrado,São Bernardo,67381.0,Ingles,3,21,1977,4,5,True,False,5Q_4B,<1980,67381.0
1131,Estudos,Graduação,São Paulo,25930.0,Espanhol,2,5,1993,1,1,False,False,1Q_1B,1990s,25930.0
1132,Trabalho,Graduação,São Paulo,42693.0,Espanhol,4,1,2004,1,3,True,False,3Q_1B,2000s,42693.0
1133,Estudos,Graduação,São Paulo,85606.0,Ingles,3,37,2002,5,6,False,False,6Q_5B,2000s,85606.0
1134,Estudos,Graduação,São Paulo,73721.6,Ingles,3,6,2011,5,5,False,True,5Q_5B,2010s,73721.6
1135,Estudos,Ensino Médio,São Paulo,42035.708333333336,Espanhol,2,8,2000,2,3,False,True,3Q_2B,2000s,42035.708333333336
1136,Estudos,Doutorado,Campinas,36778.0,Ingles,3,24,1994,2,2,False,False,2Q_2B,1990s,36778.0
1137,Estudos,Doutorado,São Paulo,85696.0,Ingles,5,35,1988,5,6,False,False,6Q_5B,1980s,85696.0
1138,Trabalho,Mestrado,São Paulo,10979.0,Espanhol,2,10,2015,1,1,True,False,1Q_1B,2010s,10979.0
1139,Estudos,Graduação,São Paulo,49678.0,Espanhol e Ingles,3,33,1987,3,3,False,False,3Q_3B,1980s,49678.0
1140,Trabalho,Mestrado,São Bernardo,56129.0,Ingles,5,28,1979,3,4,False,False,4Q_3B,<1980,56129.0
1141,Trabalho,Graduação,São Paulo,36861.45,Espanhol e Ingles,4,27,2015,2,2,False,True,2Q_2B,2010s,36861.45
1142,Viagem,Ensino Médio,São Paulo,21282.0,Espanhol,3,18,2004,1,1,False,False,1Q_1B,2000s,21282.0
1143,Viagem,Doutorado,São Paulo,33419.0,Ingles,2,23,1988,2,2,False,False,2Q_2B,1980s,33419.0
1144,Viagem,Graduação,São Paulo,63285.0,Ingles,5,35,1971,4,5,False,False,5Q_4B,<1980,63285.0
1145,Estudos,Mestrado,Campinas,21255.0,Espanhol e Ingles,2,22,2000,1,1,True,False,1Q_1B,2000s,21255.0
1146,Estudos,Graduação,São Bernardo,42162.0,Espanhol,2,12,2007,2,3,False,False,3Q_2B,2000s,42162.0
1147,Viagem,Graduação,São Paulo,54450.0,Espanhol,3,9,1982,3,4,False,False,4Q_3B,1980s,54450.0
1148,Trabalho,Doutorado,Campinas,57744.0,Mandarim,3,89,1980,3,4,False,False,4Q_3B,1980s,57744.0
1149,Trabalho,Graduação,Campinas,26576.0,Espanhol,4,14,2012,1,1,False,False,1Q_1B,2010s,26576.0
1150,Trabalho,Doutorado,São Bernardo,57513.0,Ingles,4,1,1969,3,4,False,False,4Q_3B,<1980,57513.0
1151,Trabalho,Graduação,São Bernardo,68142.0,Espanhol,4,1,1990,4,5,False,False,5Q_4B,1990s,68142.0
1152,Estudos,Graduação,São Paulo,7500.0,Espanhol e Ingles,3,25,2005,1,1,False,False,1Q_1B,2000s,7500.0
1153,Trabalho,Graduação,São Paulo,83145.0,Ingles,4,30,2000,5,6,False,False,6Q_5B,2000s,83145.0
1154,Trabalho,Mestrado,São Paulo,54197.0,Espanhol,1,11,1986,3,4,False,False,4Q_3B,1980s,54197.0
1155,Estudos,Doutorado,São Bernardo,19721.69230769231,Ingles,4,10,1989,1,1,False,True,1Q_1B,1980s,19721.69230769231
1156,Viagem,Graduação,São Paulo,48080.93700787402,Espanhol,4,14,2002,3,3,False,True,3Q_3B,2000s,48080.93700787402
1157,Trabalho,Graduação,Campinas,56715.0,Ingles,4,1,2000,3,4,False,False,4Q_3B,2000s,56715.0
1158,Estudos,Graduação,Campinas,79410.0,Ingles,4,28,1987,5,6,False,False,6Q_5B,1980s,79410.0
1159,Estudos,Graduação,São Paulo,55629.56934306569,Ingles,3,41,1977,2,4,False,True,4Q_2B,<1980,55629.56934306569
1160,Trabalho,Graduação,São Bernardo,44375.0,Ingles,1,18,1991,2,3,False,False,3Q_2B,1990s,44375.0
1161,Viagem,Graduação,São Paulo,54450.0,Ingles,3,34,1982,3,4,False,False,4Q_3B,1980s,54450.0
1162,Trabalho,Graduação,São Paulo,59594.0,Ingles,2,44,1991,4,4,False,False,4Q_4B,1990s,59594.0
1163,Estudos,Graduação,São Bernardo,80685.0,Ingles,4,40,2020,5,6,False,False,6Q_5B,2010s,80685.0
1164,Viagem,Doutorado,São Paulo,40344.0,Ingles,3,45,2000,2,3,False,False,3Q_2B,2000s,40344.0
1165,Trabalho,Graduação,São Bernardo,62710.0,Espanhol,2,3,1998,4,4,False,False,4Q_4B,1990s,62710.0
1166,Viagem,Ensino Médio,São Bernardo,48985.0,Espanhol,2,16,1994,3,3,False,False,3Q_3B,1990s,48985.0
1167,Viagem,Graduação,São Paulo,35322.0,Espanhol,2,12,1994,2,2,False,False,2Q_2B,1990s,35322.0
1168,Trabalho,Graduação,São Paulo,77142.0,Espanhol,5,8,1974,4,6,False,False,6Q_4B,<1980,77142.0
1169,Trabalho,Graduação,São Paulo,81657.0,Ingles,5,31,1995,5,6,False,False,6Q_5B,1990s,81657.0
1170,Estudos,Ensino Fundamental,São Paulo,14421.0,Espanhol,2,13,2022,1,1,False,False,1Q_1B,2010s,14421.0
1171,Viagem,Ensino Médio,Rio Branco,20130.0,Ingles,1,21,2000,2,1,False,False,1Q_2B,2000s,20130.0
1172,Trabalho,Doutorado,São Paulo,74214.0,Ingles,3,1,2016,5,5,False,False,5Q_5B,2010s,74214.0
1173,Trabalho,Mestrado,São Paulo,67264.63636363637,Mandarim,5,84,1983,4,5,False,True,5Q_4B,1980s,67264.63636363637
1174,Viagem,Ensino Fundamental,São Paulo,23724.0,Espanhol,2,21,2005,1,1,False,False,1Q_1B,2000s,23724.0
1175,Viagem,Mestrado,São Paulo,47353.0,Espanhol e Ingles,4,56,1986,3,3,False,False,3Q_3B,1980s,47353.0
1176,Trabalho,Mestrado,São Bernardo,33444.0,Mandarim,4,84,1978,2,2,True,False,2Q_2B,<1980,33444.0
1177,Estudos,Graduação,São Paulo,54386.0,Espanhol e Ingles,2,19,2007,3,4,False,False,4Q_3B,2000s,54386.0
1178,Estudos,Graduação,São Bernardo,28510.0,Espanhol e Ingles,4,23,2007,1,1,False,False,1Q_1B,2000s,28510.0
1179,Trabalho,Mestrado,São Paulo,90638.0,Ingles,5,16,2017,5,6,False,False,6Q_5B,2010s,90638.0
1180,Viagem,Graduação,Taubaté,48070.0,Espanhol e Ingles,3,36,1976,4,3,False,False,3Q_4B,<1980,48070.0
1181,Trabalho,Graduação,São Paulo,43140.0,Espanhol,3,11,1983,2,3,False,False,3Q_2B,1980s,43140.0
1182,Trabalho,Doutorado,São Paulo,54959.0,Ingles,3,7,1987,3,4,False,False,4Q_3B,1980s,54959.0
1183,Estudos,Ensino Fundamental,Campinas,22253.544502617802,Espanhol,1,11,1984,2,1,False,True,1Q_2B,1980s,22253.544502617802
1184,Estudos,Graduação,São Paulo,26954.0,Espanhol,1,8,1997,1,1,False,False,1Q_1B,1990s,26954.0
1185,Viagem,Graduação,Campinas,22327.0,Espanhol,1,6,2011,2,1,False,False,1Q_2B,2010s,22327.0
1186,Estudos,Graduação,São Paulo,44393.0,Espanhol,1,14,1991,2,3,False,False,3Q_2B,1990s,44393.0
1187,Viagem,Doutorado,São Paulo,62000.0,Ingles,4,53,1978,3,4,False,False,4Q_3B,<1980,62000.0
1188,Trabalho,Doutorado,São Paulo,33285.46511627907,Ingles,2,17,1988,1,2,False,True,2Q_1B,1980s,33285.46511627907
1189,Viagem,Ensino Médio,São Bernardo,48080.93700787402,Espanhol,1,6,2000,3,3,False,True,3Q_3B,2000s,48080.93700787402
1190,Trabalho,Mestrado,São Paulo,79934.6888888889,Ingles,3,22,1996,4,6,False,True,6Q_4B,1990s,79934.6888888889
1191,Estudos,Mestrado,São Paulo,67369.0,Ingles,3,28,1995,4,5,True,False,5Q_4B,1990s,67369.0
1192,Viagem,Graduação,São Paulo,58401.0,Ingles,2,21,1986,3,4,False,False,4Q_3B,1980s,58401.0
1193,Estudos,Graduação,São Paulo,62307.0,Ingles,3,45,1978,4,4,False,False,4Q_4B,<1980,62307.0
1194,Trabalho,Mestrado,São Paulo,43641.0,Espanhol,1,10,1995,1,3,False,False,3Q_1B,1990s,43641.0
1195,Estudos,Mestrado,Campinas,63841.0,Ingles,1,11,1994,4,5,True,False,5Q_4B,1990s,63841.0
1196,Estudos,Ensino Médio,Taubaté,45751.454545454544,Espanhol,3,8,1991,4,3,False,True,3Q_4B,1990s,45751.454545454544
1197,Trabalho,Mestrado,Taubaté,70091.0,Espanhol e Ingles,1,37,1995,5,5,False,False,5Q_5B,1990s,70091.0
1198,Estudos,Doutorado,São Bernardo,78075.0,Espanhol e Ingles,2,38,1998,5,6,False,False,6Q_5B,1990s,78075.0
1199,Viagem,Ensino Médio,São Paulo,59184.0,Ingles,5,23,1987,4,4,False,False,4Q_4B,1980s,59184.0
1200,Estudos,Graduação,São Bernardo,54809.0,Ingles,3,9,2003,3,4,False,False,4Q_3B,2000s,54809.0
1201,Trabalho,Graduação,São Paulo,58113.0,Ingles,5,1,1985,2,4,False,False,4Q_2B,1980s,58113.0
1202,Trabalho,Mestrado,São Paulo,51412.0,Mandarim,3,94,1984,2,4,False,False,4Q_2B,1980s,51412.0
1203,Estudos,Graduação,São Paulo,15287.0,Espanhol,1,12,2005,1,1,False,False,1Q_1B,2000s,15287.0
1204,Trabalho,Mestrado,São Paulo,66636.0,Ingles,3,11,1983,4,5,False,False,5Q_4B,1980s,66636.0
1205,Viagem,Mestrado,São Bernardo,50965.0,Espanhol,2,12,1982,3,3,False,False,3Q_3B,1980s,50965.0
1206,Viagem,Doutorado,São Paulo,79934.6888888889,Ingles,3,19,1991,5,6,False,True,6Q_5B,1990s,79934.6888888889
1207,Trabalho,Graduação,São Paulo,18351.0,Espanhol,4,15,2016,1,1,False,False,1Q_1B,2010s,18351.0
1208,Trabalho,Doutorado,São Paulo,40451.0,Ingles,3,14,1983,2,3,False,False,3Q_2B,1980s,40451.0
1209,Estudos,Graduação,Rio Branco,36317.0,Espanhol,1,7,1991,3,2,True,False,2Q_3B,1990s,36317.0
1210,Trabalho,Graduação,São Paulo,42213.0,Ingles,3,10,1983,2,3,False,False,3Q_2B,1980s,42213.0
1211,Estudos,Graduação,São Paulo,67466.225,Ingles,2,1,1981,4,5,False,True,5Q_4B,1980s,67466.225
1212,Viagem,Graduação,São Paulo,77044.0,Ingles,3,19,1998,5,6,False,False,6Q_5B,1990s,77044.0
1213,Viagem,Graduação,São Bernardo,74918.0,Ingles,2,1,1995,5,6,False,False,6Q_5B,1990s,74918.0
1214,Trabalho,Graduação,São Paulo,56721.0,Espanhol,3,9,1998,3,4,False,False,4Q_3B,1990s,56721.0
1215,Trabalho,Graduação,São Paulo,42160.0,Espanhol,1,5,2001,2,3,False,False,3Q_2B,2000s,42160.0
1216,Trabalho,Graduação,São Paulo,61559.0,Espanhol,1,8,1991,3,4,True,False,4Q_3B,1990s,61559.0
1217,Trabalho,Doutorado,São Paulo,33629.0,Espanhol e Ingles,3,30,1989,2,2,False,False,2Q_2B,1980s,33629.0
1218,Estudos,Doutorado,São Paulo,68682.0,Ingles,4,31,2017,4,5,False,False,5Q_4B,2010s,68682.0
1219,Trabalho,Graduação,São Paulo,34377.0,Espanhol,1,12,1989,2,2,False,False,2Q_2B,1980s,34377.0
1220,Viagem,Ensino Fundamental,Taubaté,8940.0,Espanhol,1,14,2012,2,1,False,False,1Q_2B,2010s,8940.0
1221,Viagem,Graduação,São Paulo,26228.0,Espanhol,2,5,1999,1,1,False,False,1Q_1B,1990s,26228.0
1222,Estudos,Ensino Médio,São Paulo,77297.0,Espanhol,1,14,1983,5,6,False,False,6Q_5B,1980s,77297.0
1223,Estudos,Graduação,Campinas,36861.45,Espanhol,1,17,2007,3,2,False,True,2Q_3B,2000s,36861.45
1224,Trabalho,Doutorado,São Paulo,33438.0,Ingles,2,21,1984,2,2,False,False,2Q_2B,1980s,33438.0
1225,Trabalho,Doutorado,São Paulo,75032.0,Mandarim,4,97,1985,5,6,False,False,6Q_5B,1980s,75032.0
1226,Viagem,Doutorado,São Paulo,61284.0,Mandarim,2,90,1981,4,4,False,False,4Q_4B,1980s,61284.0
1227,Trabalho,Graduação,São Paulo,22518.0,Espanhol,1,12,2012,1,1,False,False,1Q_1B,2010s,22518.0
1228,Trabalho,Mestrado,Rio Branco,54730.0,Ingles,1,1,2001,4,4,False,False,4Q_4B,2000s,54730.0
1229,Trabalho,Mestrado,São Paulo,38452.0,Espanhol,2,19,1981,2,2,False,False,2Q_2B,1980s,38452.0
1230,Trabalho,Graduação,Campinas,42974.15094339623,Espanhol,1,6,1997,2,3,False,True,3Q_2B,1990s,42974.15094339623
1231,Trabalho,Doutorado,São Paulo,38197.0,Ingles,1,15,2012,2,2,False,False,2Q_2B,2010s,38197.0
1232,Viagem,Graduação,São Paulo,41986.0,Espanhol,2,4,2004,2,3,False,False,3Q_2B,2000s,41986.0
1233,Viagem,Graduação,São Paulo,28427.0,Espanhol,2,1,2009,1,1,False,False,1Q_1B,2000s,28427.0
1234,Trabalho,Doutorado,São Paulo,37395.0,Ingles,4,9,2002,2,2,False,False,2Q_2B,2000s,37395.0
1235,Estudos,Graduação,São Paulo,64722.0,Ingles,3,25,1997,4,5,False,False,5Q_4B,1990s,64722.0
1236,Trabalho,Mestrado,Campinas,55249.0,Mandarim,5,95,1982,3,4,False,False,4Q_3B,1980s,55249.0
1237,Viagem,Graduação,São Paulo,84906.0,Espanhol,3,17,1998,5,6,False,False,6Q_5B,1990s,84906.0
1238,Estudos,Graduação,Taubaté,14133.714285714286,Espanhol,1,13,2015,2,1,False,True,1Q_2B,2010s,14133.714285714286
1239,Viagem,Graduação,São Paulo,43536.55,Espanhol,3,10,1978,2,3,False,True,3Q_2B,<1980,43536.55
1240,Viagem,Ensino Fundamental,Campinas,25707.0,Espanhol,3,11,2010,1,1,False,False,1Q_1B,2010s,25707.0
1241,Trabalho,Doutorado,São Bernardo,59062.0,Espanhol e Ingles,1,3,1993,4,4,True,False,4Q_4B,1990s,59062.0
1242,Estudos,Graduação,São Bernardo,76624.0,Ingles,5,40,1988,5,6,False,False,6Q_5B,1980s,76624.0
1243,Trabalho,Mestrado,São Bernardo,66000.0,Ingles,1,1,1973,4,5,False,False,5Q_4B,<1980,66000.0
1244,Trabalho,Doutorado,São Bernardo,27683.0,Ingles,4,22,2004,1,1,False,False,1Q_1B,2000s,27683.0
1245,Trabalho,Graduação,São Paulo,1730.0,Espanhol e Ingles,5,45,1997,1,1,False,False,1Q_1B,1990s,1730.0
1246,Estudos,Ensino Fundamental,São Paulo,7500.0,Espanhol,1,4,2018,1,1,False,False,1Q_1B,2010s,7500.0
1247,Viagem,Graduação,São Paulo,40521.0,Espanhol,4,22,1994,1,3,False,False,3Q_1B,1990s,40521.0
1248,Trabalho,Doutorado,Campinas,20427.0,Ingles,2,18,1999,2,1,False,False,1Q_2B,1990s,20427.0
1249,Viagem,Graduação,São Paulo,65106.0,Espanhol e Ingles,2,3,2001,4,5,False,False,5Q_4B,2000s,65106.0
1250,Estudos,Doutorado,São Bernardo,67466.225,Ingles,2,30,1991,4,5,False,True,5Q_4B,1990s,67466.225
1251,Estudos,Graduação,São Paulo,67466.225,Ingles,3,23,1978,4,5,False,True,5Q_4B,<1980,67466.225
1252,Estudos,Doutorado,São Paulo,79934.6888888889,Ingles,2,9,1993,5,6,False,True,6Q_5B,1990s,79934.6888888889
1253,Estudos,Graduação,São Paulo,74716.0,Espanhol,4,11,1998,5,6,False,False,6Q_5B,1990s,74716.0
1254,Trabalho,Graduação,São Paulo,68118.0,Ingles,4,15,1989,4,5,False,False,5Q_4B,1980s,68118.0
1255,Trabalho,Doutorado,São Paulo,55158.0,Espanhol e Ingles,1,25,1996,3,4,False,False,4Q_3B,1990s,55158.0
1256,Viagem,Ensino Médio,São Paulo,62972.0,Espanhol,1,11,1981,4,4,False,False,4Q_4B,1980s,62972.0
1257,Viagem,Graduação,São Paulo,74190.0,Espanhol e Ingles,3,9,2001,5,5,False,False,5Q_5B,2000s,74190.0
1258,Trabalho,Graduação,São Paulo,39356.0,Espanhol,2,14,2002,1,2,True,False,2Q_1B,2000s,39356.0
1259,Estudos,Graduação,São Paulo,76653.0,Ingles,5,8,1995,5,6,False,False,6Q_5B,1990s,76653.0
1260,Estudos,Doutorado,São Paulo,35931.419117647056,Ingles,4,36,1999,2,2,False,True,2Q_2B,1990s,35931.419117647056
1261,Trabalho,Doutorado,São Bernardo,90687.0,Ingles,3,20,2009,5,6,False,False,6Q_5B,2000s,90687.0
1262,Trabalho,Mestrado,São Paulo,73037.20833333333,Ingles,3,49,2008,5,5,False,True,5Q_5B,2000s,73037.20833333333
1263,Viagem,Graduação,São Paulo,31454.0,Ingles,3,19,1986,1,2,False,False,2Q_1B,1980s,31454.0
1264,Viagem,Graduação,São Paulo,47139.0,Espanhol,4,12,1978,2,3,False,False,3Q_2B,<1980,47139.0
1265,Estudos,Graduação,São Paulo,83829.0,Ingles,3,9,2001,4,6,False,False,6Q_4B,2000s,83829.0
1266,Trabalho,Doutorado,São Paulo,53378.0,Ingles,3,1,1989,3,4,False,False,4Q_3B,1980s,53378.0
1267,Trabalho,Graduação,São Paulo,19656.0,Espanhol,3,11,1996,1,1,False,False,1Q_1B,1990s,19656.0
1268,Estudos,Doutorado,São Paulo,45579.0,Mandarim,2,92,1974,3,3,False,False,3Q_3B,<1980,45579.0
1269,Viagem,Ensino Médio,São Paulo,79934.6888888889,Ingles,2,1,1984,5,6,False,True,6Q_5B,1980s,79934.6888888889
1270,Estudos,Graduação,São Paulo,55956.0,Ingles,4,1,1970,3,4,False,False,4Q_3B,<1980,55956.0
1271,Trabalho,Mestrado,Campinas,64191.0,Ingles,3,24,1989,4,5,False,False,5Q_4B,1980s,64191.0
1272,Trabalho,Graduação,São Bernardo,38808.0,Espanhol,1,6,1998,2,2,True,False,2Q_2B,1990s,38808.0
1273,Trabalho,Mestrado,São Paulo,55629.56934306569,Ingles,2,28,1992,2,4,False,True,4Q_2B,1990s,55629.56934306569
1274,Trabalho,Mestrado,São Paulo,23748.0,Espanhol,1,12,1994,1,1,False,False,1Q_1B,1990s,23748.0
1275,Estudos,Graduação,São Paulo,67466.225,Espanhol,2,19,1997,4,5,False,True,5Q_4B,1990s,67466.225
1276,Trabalho,Mestrado,São Paulo,37368.0,Espanhol,2,17,2001,2,2,False,False,2Q_2B,2000s,37368.0
1277,Trabalho,Graduação,Rio Branco,40800.0,Espanhol,3,18,1990,3,3,False,False,3Q_3B,1990s,40800.0
1278,Viagem,Graduação,São Paulo,73037.20833333333,Ingles,3,1,2004,5,5,False,True,5Q_5B,2000s,73037.20833333333
1279,Estudos,Graduação,São Paulo,46149.0,Espanhol,2,7,2001,3,3,False,False,3Q_3B,2000s,46149.0
1280,Trabalho,Graduação,São Paulo,78687.0,Ingles,3,33,2009,5,6,True,False,6Q_5B,2000s,78687.0
1281,Viagem,Ensino Médio,São Bernardo,49118.0,Espanhol,2,5,1997,3,3,False,False,3Q_3B,1990s,49118.0
1282,Trabalho,Doutorado,São Paulo,37633.0,Ingles,4,13,1983,2,2,False,False,2Q_2B,1980s,37633.0
1283,Trabalho,Mestrado,São Paulo,38056.75,Mandarim,5,87,1977,1,2,True,True,2Q_1B,<1980,38056.75
1284,Viagem,Ensino Fundamental,São Paulo,26997.0,Espanhol,3,9,1977,1,1,False,False,1Q_1B,<1980,26997.0
1285,Viagem,Graduação,São Paulo,33986.0,Espanhol,1,10,1996,2,2,False,False,2Q_2B,1990s,33986.0
1286,Trabalho,Doutorado,São Paulo,57091.0,Ingles,4,22,1998,2,4,False,False,4Q_2B,1990s,57091.0
1287,Viagem,Ensino Médio,São Paulo,46831.0,Espanhol,2,15,1995,3,3,False,False,3Q_3B,1990s,46831.0
1288,Trabalho,Mestrado,São Paulo,83151.0,Ingles,4,44,1998,4,6,False,False,6Q_4B,1990s,83151.0
1289,Estudos,Graduação,São Paulo,52531.0,Ingles,1,33,1997,2,4,True,False,4Q_2B,1990s,52531.0
1290,Estudos,Graduação,São Paulo,15759.0,Espanhol e Ingles,3,19,1982,1,1,False,False,1Q_1B,1980s,15759.0
1291,Viagem,Graduação,São Paulo,22804.0,Espanhol,3,2,1997,1,1,False,False,1Q_1B,1990s,22804.0
1292,Estudos,Ensino Médio,São Paulo,43050.0,Espanhol,4,18,1999,2,3,False,False,3Q_2B,1990s,43050.0
1293,Trabalho,Doutorado,São Paulo,42997.0,Ingles,3,16,2003,2,3,False,False,3Q_2B,2000s,42997.0
1294,Estudos,Doutorado,São Bernardo,48918.0,Ingles,1,7,1989,3,3,False,False,3Q_3B,1980s,48918.0
1295,Trabalho,Mestrado,São Paulo,60033.0,Mandarim,5,92,1980,4,4,False,False,4Q_4B,1980s,60033.0
1296,Viagem,Doutorado,São Paulo,34043.0,Espanhol e Ingles,2,25,2004,2,2,False,False,2Q_2B,2000s,34043.0
1297,Estudos,Graduação,São Paulo,57811.0,Espanhol e Ingles,4,25,1992,3,4,False,False,4Q_3B,1990s,57811.0
1298,Trabalho,Graduação,São Paulo,83184.33333333333,Ingles,2,1,1972,5,6,False,True,6Q_5B,<1980,83184.33333333333
1299,Trabalho,Graduação,São Bernardo,7500.0,Espanhol,2,9,2004,1,1,False,False,1Q_1B,2000s,7500.0
1300,Trabalho,Mestrado,São Paulo,79934.6888888889,Ingles,3,9,1997,4,6,False,True,6Q_4B,1990s,79934.6888888889
1301,Trabalho,Graduação,Campinas,94384.0,Espanhol,2,8,1979,5,6,False,False,6Q_5B,<1980,94384.0
1302,Estudos,Ensino Médio,São Paulo,23148.0,Espanhol,1,5,2011,1,1,False,False,1Q_1B,2010s,23148.0
1303,Estudos,Graduação,São Paulo,44267.0,Espanhol,2,2,1996,2,3,False,False,3Q_2B,1990s,44267.0
1304,Estudos,Graduação,São Bernardo,68625.31428571428,Espanhol,2,14,2005,4,5,False,True,5Q_4B,2000s,68625.31428571428
1305,Viagem,Graduação,Campinas,56520.454545454544,Espanhol,1,10,1992,4,4,False,True,4Q_4B,1990s,56520.454545454544
1306,Estudos,Graduação,São Bernardo,50200.0,Espanhol,2,4,2002,3,3,False,False,3Q_3B,2000s,50200.0
1307,Trabalho,Doutorado,São Bernardo,81051.0,Ingles,2,17,1991,5,6,False,False,6Q_5B,1990s,81051.0
1308,Viagem,Graduação,São Paulo,68625.31428571428,Ingles,1,5,2008,4,5,False,True,5Q_4B,2000s,68625.31428571428
1309,Estudos,Graduação,São Bernardo,59868.0,Ingles,2,18,1998,4,4,False,False,4Q_4B,1990s,59868.0
1310,Viagem,Doutorado,São Paulo,65695.0,Ingles,5,21,1986,3,5,False,False,5Q_3B,1980s,65695.0
1311,Trabalho,Mestrado,Campinas,64857.0,Mandarim,3,98,1982,4,5,False,False,5Q_4B,1980s,64857.0
1312,Trabalho,Mestrado,São Paulo,45143.0,Espanhol,2,4,1991,3,3,False,False,3Q_3B,1990s,45143.0
1313,Estudos,Ensino Médio,São Bernardo,74805.0,Ingles,4,17,1981,5,6,False,False,6Q_5B,1980s,74805.0
1314,Estudos,Ensino Médio,São Paulo,59060.0,Ingles,5,10,2015,4,4,False,False,4Q_4B,2010s,59060.0
1315,Trabalho,Doutorado,São Paulo,27238.0,Ingles,3,23,1988,1,1,False,False,1Q_1B,1980s,27238.0
1316,Estudos,Graduação,São Paulo,47009.0,Espanhol e Ingles,2,26,1991,3,3,False,False,3Q_3B,1990s,47009.0
1317,Estudos,Ensino Médio,São Bernardo,46094.0,Espanhol,1,8,1999,3,3,False,False,3Q_3B,1990s,46094.0
1318,Estudos,Graduação,São Paulo,40321.0,Espanhol,2,18,1998,1,3,False,False,3Q_1B,1990s,40321.0
1319,Estudos,Graduação,São Paulo,33285.46511627907,Espanhol,1,9,2010,1,2,False,True,2Q_1B,2010s,33285.46511627907
1320,Trabalho,Mestrado,São Paulo,81843.0,Ingles,3,27,1986,5,6,False,False,6Q_5B,1980s,81843.0
1321,Trabalho,Mestrado,São Paulo,46692.0,Mandarim,1,90,1984,3,3,False,False,3Q_3B,1980s,46692.0
1322,Estudos,Graduação,Campinas,77382.0,Ingles,3,4,1994,5,6,False,False,6Q_5B,1990s,77382.0
1323,Viagem,Graduação,São Paulo,37774.0,Espanhol,2,2,2003,2,2,False,False,2Q_2B,2000s,37774.0
1324,Estudos,Ensino Fundamental,Taubaté,18393.0,Espanhol e Ingles,4,44,2000,2,1,False,False,1Q_2B,2000s,18393.0
1325,Trabalho,Mestrado,São Paulo,72828.0,Ingles,1,41,1988,5,5,False,False,5Q_5B,1980s,72828.0
1326,Estudos,Graduação,São Paulo,24711.0,Espanhol,1,9,2008,1,1,False,False,1Q_1B,2000s,24711.0
1327,Trabalho,Doutorado,São Bernardo,48080.93700787402,Ingles,3,19,2001,3,3,False,True,3Q_3B,2000s,48080.93700787402
1328,Estudos,Mestrado,São Paulo,6560.0,Espanhol,4,9,2008,1,1,True,False,1Q_1B,2000s,6560.0
1329,Trabalho,Doutorado,São Paulo,71604.0,Mandarim,5,98,1971,4,5,False,False,5Q_4B,<1980,71604.0
1330,Estudos,Graduação,São Paulo,27244.0,Espanhol,3,1,2005,1,1,False,False,1Q_1B,2000s,27244.0
1331,Estudos,Graduação,São Bernardo,48752.0,Espanhol,3,10,1995,3,3,False,False,3Q_3B,1990s,48752.0
1332,Trabalho,Graduação,São Paulo,71434.0,Ingles,2,20,1988,4,5,False,False,5Q_4B,1980s,71434.0
1333,Estudos,Graduação,Rio Branco,90842.0,Ingles,2,31,1974,5,6,False,False,6Q_5B,<1980,90842.0
1334,Trabalho,Mestrado,Taubaté,88097.0,Mandarim,5,77,2004,5,6,False,False,6Q_5B,2000s,88097.0
1335,Estudos,Graduação,São Paulo,55629.56934306569,Espanhol,3,9,2001,3,4,False,True,4Q_3B,2000s,55629.56934306569
1336,Trabalho,Graduação,São Paulo,71853.0,Ingles,3,23,2008,5,5,False,False,5Q_5B,2000s,71853.0
1337,Estudos,Mestrado,São Paulo,35876.0,Espanhol,2,13,2009,2,2,True,False,2Q_2B,2000s,35876.0
1338,Trabalho,Graduação,São Paulo,40049.0,Espanhol,1,19,1978,1,2,False,False,2Q_1B,<1980,40049.0
1339,Estudos,Graduação,São Paulo,39660.0,Espanhol e Ingles,4,27,2008,1,2,False,False,2Q_1B,2000s,39660.0
1340,Estudos,Graduação,São Paulo,50127.0,Espanhol,2,16,1988,3,3,False,False,3Q_3B,1980s,50127.0
1341,Trabalho,Mestrado,São Paulo,42974.15094339623,Espanhol,3,9,2003,2,3,False,True,3Q_2B,2000s,42974.15094339623
1342,Trabalho,Mestrado,Campinas,56520.454545454544,Mandarim,5,94,1975,4,4,False,True,4Q_4B,<1980,56520.454545454544
1343,Trabalho,Graduação,São Bernardo,18929.0,Espanhol,3,4,2016,1,1,False,False,1Q_1B,2010s,18929.0
